node_id,node_type,label,decision,facets,source
paper:doi:10.1111/1467-6346.00076,paper,"Index to Volume 36 Number 1, January 16th‐February 15th 1999. Published March 8th 1999",exclude,identity,https://doi.org/10.1111/1467-6346.00076
paper:doi:10.1038/nature22391,paper,Layer-dependent ferromagnetism in a van der Waals crystal down to the monolayer limit,exclude,failure,https://doi.org/10.1038/nature22391
author:bevin_huang,author,Bevin Huang,,,
author:genevieve_clark,author,Genevieve Clark,,,
author:efr_n_navarro_moratalla,author,Efrén Navarro‐Moratalla,,,
author:dahlia_klein,author,Dahlia Klein,,,
author:ran_cheng,author,Ran Cheng,,,
author:kyle_l_seyler,author,Kyle L. Seyler,,,
author:ding_zhong,author,Ding Zhong,,,
author:emma_schmidgall,author,Emma Schmidgall,,,
author:michael_a_mcguire,author,Michael A. McGuire,,,
author:david_cobden,author,David Cobden,,,
author:wang_yao,author,Wang Yao,,,
author:di_xiao,author,Di Xiao,,,
author:pablo_jarillo_herrero,author,Pablo Jarillo‐Herrero,,,
author:xiaodong_xu,author,Xiaodong Xu,,,
paper:doi:10.1023/a:1022623210503,paper,Learning Bayesian Networks: The Combination of Knowledge and Statistical Data,exclude,correction,https://doi.org/10.1023/a:1022623210503
author:david_heckerman,author,David Heckerman,,,
author:dan_geiger,author,Dan Geiger,,,
author:david_m_chickering,author,David M. Chickering,,,
paper:doi:10.1016/j.euroneuro.2018.08.001,paper,"Live fast, die young? A review on the developmental trajectories of ADHD across the lifespan",exclude,mechanism,https://doi.org/10.1016/j.euroneuro.2018.08.001
author:barbara_franke,author,Barbara Franke,,,
author:giorgia_michelini,author,Giorgia Michelini,,,
author:philip_asherson,author,Philip Asherson,,,
author:tobias_banaschewski,author,Tobias Banaschewski,,,
author:andrea_bilbow,author,Andrea Bilbow,,,
author:jan_k_buitelaar,author,Jan K. Buitelaar,,,
author:bru_cormand,author,Bru Cormand,,,
author:stephen_v_faraone,author,Stephen V. Faraone,,,
author:ylva_ginsberg,author,Ylva Ginsberg,,,
author:jan_haavik,author,Jan Haavik,,,
author:jonna_kuntsi,author,Jonna Kuntsi,,,
author:henrik_larsson,author,Henrik Larsson,,,
author:klaus_peter_lesch,author,Klaus‐Peter Lesch,,,
author:josep_antoni_ramos_quiroga,author,Josep Antoni Ramos‐Quiroga,,,
author:j_nos_r_thelyi,author,János Réthelyi,,,
author:marta_ribas_s,author,Marta Ribasés,,,
author:andreas_reif,author,Andreas Reif,,,
paper:doi:10.1140/epjc/s10052-023-11633-5,paper,Lorentz group equivariant autoencoders,exclude,extension,https://doi.org/10.1140/epjc/s10052-023-11633-5
author:zichun_hao,author,Zichun Hao,,,
author:r_kansal,author,R. Kansal,,,
author:j_duarte,author,J. Duarte,,,
author:n_chernyavskaya,author,N. Chernyavskaya,,,
paper:doi:10.1038/s41586-019-1855-2,paper,Mass balance of the Greenland Ice Sheet from 1992 to 2018,exclude,mechanism,https://doi.org/10.1038/s41586-019-1855-2
author:the_imbie_team,author,The IMBIE Team,,,
paper:doi:10.1038/nature13405,paper,Metastable liquid–liquid transition in a molecular model of water,exclude,failure,https://doi.org/10.1038/nature13405
author:jeremy_c_palmer,author,Jeremy C. Palmer,,,
author:fausto_martelli,author,Fausto Martelli,,,
author:yang_liu,author,Yang Liu,,,
author:roberto_car,author,Roberto Car,,,
author:athanassios_z_panagiotopoulos,author,Athanassios Z. Panagiotopoulos,,,
paper:doi:10.1016/j.actamat.2016.05.007,paper,Microstructural stability and mechanical behavior of FeNiMnCr high entropy alloy under ion irradiation,exclude,objective,https://doi.org/10.1016/j.actamat.2016.05.007
author:n_a_p_kiran_kumar,author,N.A.P. Kiran Kumar,,,
author:keith_j_leonard,author,Keith J. Leonard,,,
author:hongbin_bei,author,Hongbin Bei,,,
author:s_j_zinkle,author,S.J. Zinkle,,,
paper:doi:10.1021/cr500006j,paper,Molecular Separation with Organic Solvent Nanofiltration: A Critical Review,exclude,failure,https://doi.org/10.1021/cr500006j
author:patrizia_marchetti,author,Patrizia Marchetti,,,
author:maria_f_jimenez_solomon,author,Maria F. Jimenez‐Solomon,,,
author:gy_rgy_sz_kely,author,György Székely,,,
author:andrew_g_livingston,author,Andrew G. Livingston,,,
paper:doi:10.1007/s40279-015-0351-6,paper,Motor Competence and its Effect on Positive Developmental Trajectories of Health,exclude,mechanism,https://doi.org/10.1007/s40279-015-0351-6
author:leah_e_robinson,author,Leah E. Robinson,,,
author:david_f_stodden,author,David F. Stodden,,,
author:lisa_m_barnett,author,Lisa M. Barnett,,,
author:v_tor_p_lopes,author,Vítor P. Lopes,,,
author:samuel_w_logan,author,Samuel W. Logan,,,
author:lu_s_paulo_rodrigues,author,Luís Paulo Rodrigues,,,
author:eva_d_hondt,author,Eva D’Hondt,,,
paper:doi:10.1016/j.aei.2022.101552,paper,Multi-mode data augmentation and fault diagnosis of rotating machinery using modified ACGAN designed with new framework,exclude,failure,https://doi.org/10.1016/j.aei.2022.101552
author:wei_li,author,Wei Li,,,
author:xiang_zhong,author,Xiang Zhong,,,
author:haidong_shao,author,Haidong Shao,,,
author:baoping_cai,author,Baoping Cai,,,
author:xingkai_yang,author,Xingkai Yang,,,
paper:doi:10.1080/1461670x.2011.571825,paper,NORMALIZING TWITTER,exclude,adjacent_method,https://doi.org/10.1080/1461670x.2011.571825
author:dominic_l_lasorsa,author,Dominic L. Lasorsa,,,
author:seth_c_lewis,author,Seth C. Lewis,,,
author:avery_e_holton,author,Avery E. Holton,,,
paper:doi:10.1007/978-94-017-9780-1_100713,paper,Nano-patterning,exclude,identity,https://doi.org/10.1007/978-94-017-9780-1_100713
paper:doi:10.1007/978-3-540-29678-2_3801,paper,Neural Stem Cells,exclude,identity,https://doi.org/10.1007/978-3-540-29678-2_3801
paper:doi:10.1007/978-3-540-29678-2_3802,paper,Neural Tube,exclude,identity,https://doi.org/10.1007/978-3-540-29678-2_3802
paper:doi:10.1007/978-3-642-16483-5_4210,paper,OM,exclude,identity,https://doi.org/10.1007/978-3-642-16483-5_4210
paper:doi:10.1007/978-3-642-16483-5_4206,paper,Oligomerization Domain,exclude,identity,https://doi.org/10.1007/978-3-642-16483-5_4206
paper:doi:10.1007/978-3-642-16483-5_4207,paper,Oligonucleotide,exclude,identity,https://doi.org/10.1007/978-3-642-16483-5_4207
paper:doi:10.1007/978-3-642-16483-5_4208,paper,Oligosaccharides,exclude,identity,https://doi.org/10.1007/978-3-642-16483-5_4208
paper:doi:10.1007/978-3-642-16483-5_4209,paper,Ollier Disease,exclude,identity,https://doi.org/10.1007/978-3-642-16483-5_4209
paper:doi:10.1007/s10208-016-9340-x,paper,On a Generalization of the Preconditioned Crank–Nicolson Metropolis Algorithm,exclude,correction,https://doi.org/10.1007/s10208-016-9340-x
author:daniel_rudolf,author,Daniel Rudolf,,,
author:bj_rn_sprungk,author,Björn Sprungk,,,
paper:doi:10.1007/s11222-011-9296-2,paper,On adaptive Metropolis–Hastings methods,exclude,correction,https://doi.org/10.1007/s11222-011-9296-2
author:jim_e_griffin,author,Jim E. Griffin,,,
author:stephen_g_walker,author,Stephen G. Walker,,,
paper:doi:10.22323/1.430.0045,paper,Oscillating Autocorrelation and the HMC Algorithm,exclude,evaluation,https://doi.org/10.22323/1.430.0045
author:falk_zimmermann,author,Falk Zimmermann,,,
paper:doi:10.1016/s0021-9258(19)52451-6,paper,PROTEIN MEASUREMENT WITH THE FOLIN PHENOL REAGENT,exclude,failure,https://doi.org/10.1016/s0021-9258(19)52451-6
author:oliverh_lowry,author,OliverH. Lowry,,,
author:niraj_rosebrough,author,NiraJ. Rosebrough,,,
author:a_farr,author,A. Farr,,,
author:rosej_randall,author,RoseJ. Randall,,,
paper:doi:10.1007/978-3-642-28753-4_101613,paper,Pain Disorder,exclude,identity,https://doi.org/10.1007/978-3-642-28753-4_101613
paper:doi:10.1007/978-3-642-28753-4_201585,paper,Pain Drawings,exclude,identity,https://doi.org/10.1007/978-3-642-28753-4_201585
paper:doi:10.1136/bmj.l2323,paper,Physical activity trajectories and mortality: population based cohort study,exclude,mechanism,https://doi.org/10.1136/bmj.l2323
author:alexander_mok,author,Alexander Mok,,,
author:kay_tee_khaw,author,Kay‐Tee Khaw,,,
author:robert_luben,author,Robert Luben,,,
author:nick_wareham,author,Nick Wareham,,,
author:s_ren_brage,author,Søren Brage,,,
paper:doi:10.1038/s42254-021-00314-5,paper,Physics-informed machine learning,exclude,extension,https://doi.org/10.1038/s42254-021-00314-5
author:ioannis_g_kevrekidis,author,Ioannis G. Kevrekidis,,,
author:lu_lu,author,Lu Lu,,,
author:paris_perdikaris,author,Paris Perdikaris,,,
author:sifan_wang,author,Sifan Wang,,,
paper:doi:10.1038/s41467-017-00467-x,paper,Rechargeable aqueous zinc-manganese dioxide batteries with high energy and power densities,exclude,objective,https://doi.org/10.1038/s41467-017-00467-x
author:ning_zhang,author,Ning Zhang,,,
author:fangyi_cheng,author,Fangyi Cheng,,,
author:junxiang_liu,author,Junxiang Liu,,,
author:liubin_wang,author,Liubin Wang,,,
author:xinghui_long,author,Xinghui Long,,,
author:xiaosong_liu,author,Xiaosong Liu,,,
author:fujun_li,author,Fujun Li,,,
author:jun_chen,author,Jun Chen,,,
paper:doi:10.18653/v1/2020.emnlp-main.541,paper,Recurrent Event Network: Autoregressive Structure Inferenceover Temporal Knowledge Graphs,exclude,adjacent_method,https://doi.org/10.18653/v1/2020.emnlp-main.541
author:woojeong_jin,author,Woojeong Jin,,,
author:meng_qu,author,Meng Qu,,,
author:xisen_jin,author,Xisen Jin,,,
author:xiang_ren,author,Xiang Ren,,,
paper:doi:10.1145/3018661.3018689,paper,Recurrent Recommender Networks,exclude,adjacent_method,https://doi.org/10.1145/3018661.3018689
author:chao_yuan_wu,author,Chao-Yuan Wu,,,
author:amr_ahmed,author,Amr Ahmed,,,
author:alex_beutel,author,Alex Beutel,,,
author:alexander_j_smola,author,Alexander J. Smola,,,
author:how_jing,author,How Jing,,,
paper:doi:10.1051/0004-6361:20021053,paper,Relativistic simulations of rotational core collapse II. Collapse dynamics and gravitational radiation,exclude,failure,https://doi.org/10.1051/0004-6361:20021053
author:harald_dimmelmeier,author,Harald Dimmelmeier,,,
author:jos_a_font,author,José A. Font,,,
author:ewald_m_ller,author,Ewald Müller,,,
paper:doi:10.1038/s41545-021-00127-0,paper,Removal of heavy metal ions from wastewater: a comprehensive and critical review,exclude,failure,https://doi.org/10.1038/s41545-021-00127-0
author:naef_a_a_qasem,author,Naef A.A. Qasem,,,
author:ramy_h_mohammed,author,Ramy H. Mohammed,,,
author:dahiru_u_lawal,author,Dahiru U. Lawal,,,
paper:doi:10.1038/s41586-019-1631-3,paper,Resolving the fibrotic niche of human liver cirrhosis at single-cell level,exclude,mechanism,https://doi.org/10.1038/s41586-019-1631-3
author:prakash_ramachandran,author,Prakash Ramachandran,,,
author:ross_dobie,author,Ross Dobie,,,
author:john_r_wilson_kanamori,author,John R. Wilson‐Kanamori,,,
author:elena_dor,author,Elena Dorà,,,
author:beth_e_p_henderson,author,Beth E. P. Henderson,,,
author:n_thin_luu,author,N. Thin Luu,,,
author:jordan_r_portman,author,Jordan R. Portman,,,
author:kylie_p_matchett,author,Kylie P. Matchett,,,
author:madara_brice,author,Madara Brice,,,
author:john_a_marwick,author,John A. Marwick,,,
author:richard_s_taylor,author,Richard S. Taylor,,,
author:mirjana_efremova,author,Mirjana Efremova,,,
author:roser_vento_tormo,author,Roser Vento‐Tormo,,,
author:neil_o_carragher,author,Neil O. Carragher,,,
author:timothy_j_kendall,author,Timothy J. Kendall,,,
author:jonathan_fallowfield,author,Jonathan Fallowfield,,,
author:ewen_m_harrison,author,Ewen M. Harrison,,,
author:damian_j_mole,author,Damian J. Mole,,,
author:stephen_j_wigmore,author,Stephen J. Wigmore,,,
author:philip_n_newsome,author,Philip N. Newsome,,,
author:chris_j_weston,author,Chris J. Weston,,,
author:john_p_iredale,author,John P. Iredale,,,
author:frank_tacke,author,Frank Tacke,,,
author:jeffrey_w_pollard,author,Jeffrey W. Pollard,,,
author:chris_p_ponting,author,Chris P. Ponting,,,
author:john_c_marioni,author,John C. Marioni,,,
author:sarah_a_teichmann,author,Sarah A. Teichmann,,,
author:neil_c_henderson,author,Neil C. Henderson,,,
paper:doi:10.1109/comst.2020.3028247,paper,Satellite Communications in the New Space Era: A Survey and Future Challenges,exclude,objective,https://doi.org/10.1109/comst.2020.3028247
author:oltjon_kodheli,author,Oltjon Kodheli,,,
author:eva_lagunas,author,Eva Lagunas,,,
author:nicola_maturo,author,Nicola Maturo,,,
author:shree_krishna_sharma,author,Shree Krishna Sharma,,,
author:bhavani_shankar,author,Bhavani Shankar,,,
author:jes_s_fabi_n_mendoza_montoya,author,Jesús Fabián Mendoza Montoya,,,
author:juan_carlos_merlano_dunc_n,author,Juan Carlos Merlano Duncán,,,
author:danilo_spano,author,Danilo Spano,,,
author:symeon_chatzinotas,author,Symeon Chatzinotas,,,
author:steven_kisseleff,author,Steven Kisseleff,,,
author:jorge_querol,author,Jorge Querol,,,
author:lei_lei,author,Lei Lei,,,
author:thang_x_vu,author,Thang X. Vu,,,
author:george_goussetis,author,George Goussetis,,,
paper:doi:10.1038/s41592-019-0686-2,paper,SciPy 1.0: fundamental algorithms for scientific computing in Python,exclude,mechanism,https://doi.org/10.1038/s41592-019-0686-2
author:pauli_virtanen,author,Pauli Virtanen,,,
author:ralf_gommers,author,Ralf Gommers,,,
author:travis_e_oliphant,author,Travis E. Oliphant,,,
author:matt_haberland,author,Matt Haberland,,,
author:tyler_reddy,author,Tyler Reddy,,,
author:david_cournapeau,author,David Cournapeau,,,
author:evgeni_burovski,author,Evgeni Burovski,,,
author:pearu_peterson,author,Pearu Peterson,,,
author:warren_weckesser,author,Warren Weckesser,,,
author:jonathan_bright,author,Jonathan Bright,,,
author:st_fan_j_van_der_walt,author,Stéfan J. van der Walt,,,
author:matthew_brett,author,Matthew Brett,,,
author:joshua_wilson,author,Joshua Wilson,,,
author:k_jarrod_millman,author,K. Jarrod Millman,,,
author:nikolay_mayorov,author,Nikolay Mayorov,,,
author:andrew_r_j_nelson,author,Andrew R. J. Nelson,,,
author:eric_jones,author,Eric Jones,,,
author:robert_kern,author,Robert Kern,,,
author:eric_larson,author,Eric Larson,,,
author:c_j_carey,author,C J Carey,,,
author:i_lhan_polat,author,İlhan Polat,,,
author:yu_feng,author,Yu Feng,,,
author:eric_w_moore,author,Eric W. Moore,,,
author:jake_vanderplas,author,Jake VanderPlas,,,
author:denis_laxalde,author,Denis Laxalde,,,
author:josef_perktold,author,Josef Perktold,,,
author:robert_cimrman,author,Robert Cimrman,,,
author:ian_henriksen,author,Ian Henriksen,,,
author:e_a_quintero,author,E. A. Quintero,,,
author:charles_r_harris,author,Charles R. Harris,,,
author:anne_m_archibald,author,Anne M. Archibald,,,
author:ant_nio_h_ribeiro,author,Antônio H. Ribeiro,,,
author:fabian_pedregosa,author,Fabian Pedregosa,,,
author:paul_van_mulbregt,author,Paul van Mulbregt,,,
author:scipy_1_0_contributors,author,SciPy 1.0 Contributors,,,
author:aditya_vijaykumar,author,Aditya Vijaykumar,,,
author:alessandro_pietro_bardelli,author,Alessandro Pietro Bardelli,,,
author:alex_rothberg,author,Alex Rothberg,,,
author:andreas_hilboll,author,Andreas Hilboll,,,
author:andreas_kloeckner,author,Andreas Kloeckner,,,
author:anthony_scopatz,author,Anthony Scopatz,,,
author:antony_lee,author,Antony Lee,,,
author:ariel_rokem,author,Ariel Rokem,,,
author:c_nathan_woods,author,C. Nathan Woods,,,
author:chad_fulton,author,Chad Fulton,,,
author:charles_masson,author,Charles Masson,,,
author:christian_h_ggstr_m,author,Christian Häggström,,,
author:clark_fitzgerald,author,Clark Fitzgerald,,,
author:david_a_nicholson,author,David A. Nicholson,,,
author:david_r_hagen,author,David R. Hagen,,,
author:dmitrii_v_pasechnik,author,Dmitrii V. Pasechnik,,,
author:emanuele_olivetti,author,Emanuele Olivetti,,,
author:eric_martin,author,Eric Martin,,,
author:eric_wieser,author,Eric Wieser,,,
author:fabrice_silva,author,Fabrice Silva,,,
author:felix_lenders,author,Felix Lenders,,,
author:florian_wilhelm,author,Florian Wilhelm,,,
author:g_young,author,G. Young,,,
author:gavin_a_price,author,Gavin A. Price,,,
author:gert_ludwig_ingold,author,Gert-Ludwig Ingold,,,
author:gregory_e_allen,author,Gregory E. Allen,,,
author:gregory_r_lee,author,Gregory R. Lee,,,
author:herv_audren,author,Hervé Audren,,,
author:irvin_probst,author,Irvin Probst,,,
author:j_rg_p_dietrich,author,Jörg P. Dietrich,,,
author:jacob_silterra,author,Jacob Silterra,,,
author:james_t_webber,author,James T Webber,,,
author:janko_slavi,author,Janko Slavič,,,
author:joel_nothman,author,Joel Nothman,,,
author:johannes_buchner,author,Johannes Buchner,,,
author:johannes_kulick,author,Johannes Kulick,,,
author:johannes_l_sch_nberger,author,Johannes L. Schönberger,,,
author:jos_vin_cius_de_miranda_cardoso,author,José Vinícius de Miranda Cardoso,,,
author:joscha_reimer,author,Joscha Reimer,,,
author:joseph_harrington,author,Joseph Harrington,,,
author:juan_luis_cano_rodr_guez,author,Juan Luis Cano Rodríguez,,,
author:juan_nunez_iglesias,author,Juan Nunez-Iglesias,,,
author:justin_kuczynski,author,Justin Kuczynski,,,
author:kevin_tritz,author,Kevin Tritz,,,
author:martin_thoma,author,Martin Thoma,,,
author:matthew_newville,author,Matthew Newville,,,
author:matthias_k_mmerer,author,Matthias Kümmerer,,,
author:maximilian_bolingbroke,author,Maximilian Bolingbroke,,,
author:michael_tartre,author,Michael Tartre,,,
author:mikhail_pak,author,Mikhail Pak,,,
author:nathaniel_j_smith,author,Nathaniel J. Smith,,,
author:nikolai_nowaczyk,author,Nikolai Nowaczyk,,,
author:nikolay_shebanov,author,Nikolay Shebanov,,,
author:oleksandr_pavlyk,author,Oleksandr Pavlyk,,,
author:per_a_brodtkorb,author,Per A. Brodtkorb,,,
author:perry_lee,author,Perry Lee,,,
author:robert_t_mcgibbon,author,Robert T. McGibbon,,,
author:roman_feldbauer,author,Roman Feldbauer,,,
author:sam_lewis,author,Sam Lewis,,,
author:sam_tygier,author,Sam Tygier,,,
author:scott_sievert,author,Scott Sievert,,,
